Release  Id : 110	Personal Income by State
ORWUTI                        Utilities Wages and Salaries in Oregon                                                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
ORWWHO                        Wholesale Trade Wages and Salaries in Oregon                                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEACC                        Accommodation and Food Services Earnings in Pennsylvania                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEADJ                        Residence Adjustment in Pennsylvania                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEADM                        Administrative and Waste Services Earnings in Pennsylvania                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEART                        Arts, Entertainment and Recreation Earnings in Pennsylvania                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAECON                        Construction Earnings in Pennsylvania                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEDUR                        Durable Manufacturing Earnings in Pennsylvania                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEEDU                        Educational Services Earnings in Pennsylvania                                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEFIN                        Finance and Insurance Earnings in Pennsylvania                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEFOR                        Forestry, Fishing, Related Activities, and Other Earnings in Pennsylvania                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEHEA                        Health Care and Social Assistance Earnings in Pennsylvania                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEINF                        Information Earnings in Pennsylvania                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEMAN                        Management of Companies and Enterprises Earnings in Pennsylvania                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEMIN                        Mining Earnings in Pennsylvania                                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAENET                        Net Earnings by Place of Residence in Pennsylvania                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAENON                        Nondurable Manufacturing Earnings in Pennsylvania                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEOTH                        Other Services (except Public Administration) Earnings in Pennsylvania                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEPLA                        Earnings by Place of Work in Pennsylvania                                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEPRO                        Professional and Technical Services Earnings in Pennsylvania                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEREA                        Real Estate, Rental and Leasing Earnings in Pennsylvania                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAERET                        Retail Trade Earnings in Pennsylvania                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAETRA                        Transportation and Warehousing Earnings in Pennsylvania                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEUTI                        Utilities Earnings in Pennsylvania                                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAEWHO                        Wholesale Trade Earnings in Pennsylvania                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOBEN                        State Unemployment Benefits in Pennsylvania                                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAODIV                        Dividends, Interest and Rent in Pennsylvania                                                                             M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOFAR                        Proprietors' Farm Income in Pennsylvania                                                                                 M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAONON                        Proprietors' Nonfarm Income in Pennsylvania                                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOOTH                        Other Labor Income in Pennsylvania                                                                                       M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOSOC                        Personal Contributions for Social Insurance in Pennsylvania                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOTOT                        Total Personal Income in Pennsylvania                                                                                    M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAOTRA                        Transfers less State Unemployment Benefits in Pennsylvania (DISCONTINUED)                                                M SAAR 01-Jul-2013 01-Jan-2013             Quarterly          
PAPCPI                        Per Capita Personal Income in Pennsylvania                                                                                 NSA  30-Sep-2022 01-Jan-2021             Annual             
PAWACC                        Accommodation and Food Services Wages and Salaries in Pennsylvania                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWADM                        Administrative and Waste Services Wages and Salaries in Pennsylvania                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWART                        Arts, Entertainment and Recreation Wages and Salaries in Pennsylvania                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWCON                        Construction Wages and Salaries in Pennsylvania                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWDUR                        Durable Manufacturing Wages and Salaries in Pennsylvania                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWEDU                        Educational Services Wages and Salaries in Pennsylvania                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWFIN                        Finance and Insurance Wages and Salaries in Pennsylvania                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWFOR                        Forestry, Fishing, Related Activities and Other Wages and Salaries in Pennsylvania                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWHEA                        Health Care and Social Assistance Wages and Salaries in Pennsylvania                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWINF                        Information Wages and Salaries in Pennsylvania                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWMAN                        Management of Companies and Enterprises Wages and Salaries in Pennsylvania                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWMIN                        Mining Wages and Salaries in Pennsylvania                                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWNON                        Nondurable Manufacturing Wages and Salaries in Pennsylvania                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWOTH                        Other Services (Except Public Administration) Wages and Salaries in Pennsylvania                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWPRO                        Professional and Technical Services Wages and Salaries in Pennsylvania                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWREA                        Real Estate, Rental and Leasing Wages and Salaries in Pennsylvania                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWRET                        Retail Trade Wages and Salaries in Pennsylvania                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWTOT                        Total Wages and Salaries in Pennsylvania                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWTRA                        Transportation and Warehousing Wages and Salaries in Pennsylvania                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWUTI                        Utilities Wages and Salaries in Pennsylvania                                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
PAWWHO                        Wholesale Trade Wages and Salaries in Pennsylvania                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEACC                        Accommodation and Food Services Earnings in Rhode Island                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEADJ                        Residence Adjustment in Rhode Island                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEADM                        Administrative and Waste Services Earnings in Rhode Island                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEART                        Arts, Entertainment and Recreation Earnings in Rhode Island                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIECON                        Construction Earnings in Rhode Island                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEDUR                        Durable Manufacturing Earnings in Rhode Island                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEEDU                        Educational Services Earnings in Rhode Island                                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEFIN                        Finance and Insurance Earnings in Rhode Island                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEFOR                        Forestry, Fishing, Related Activities, and Other Earnings in Rhode Island                                                T NSA  30-Sep-2022 01-Apr-2022             Quarterly          
RIEHEA                        Health Care and Social Assistance Earnings in Rhode Island                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEINF                        Information Earnings in Rhode Island                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEMAN                        Management of Companies and Enterprises Earnings in Rhode Island                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEMIN                        Mining Earnings in Rhode Island                                                                                          T NSA  30-Sep-2022 01-Apr-2022             Quarterly          
RIENET                        Net Earnings by Place of Residence in Rhode Island                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIENON                        Nondurable Manufacturing Earnings in Rhode Island                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEOTH                        Other Services (except Public Administration) Earnings in Rhode Island                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEPLA                        Earnings by Place of Work in Rhode Island                                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEPRO                        Professional and Technical Services Earnings in Rhode Island                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEREA                        Real Estate, Rental and Leasing Earnings in Rhode Island                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIERET                        Retail Trade Earnings in Rhode Island                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIETRA                        Transportation and Warehousing Earnings in Rhode Island                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEUTI                        Utilities Earnings in Rhode Island                                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIEWHO                        Wholesale Trade Earnings in Rhode Island                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOBEN                        State Unemployment Benefits in Rhode Island                                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIODIV                        Dividends, Interest and Rent in Rhode Island                                                                             M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOFAR                        Proprietors' Farm Income in Rhode Island                                                                                 M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIONON                        Proprietors' Nonfarm Income in Rhode Island                                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOOTH                        Other Labor Income in Rhode Island                                                                                       M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOSOC                        Personal Contributions for Social Insurance in Rhode Island                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOTOT                        Total Personal Income in Rhode Island                                                                                    M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIOTRA                        Transfers less State Unemployment Benefits in Rhode Island (DISCONTINUED)                                                M SAAR 01-Jul-2013 01-Jan-2013             Quarterly          
RIPCPI                        Per Capita Personal Income in Rhode Island                                                                                 NSA  30-Sep-2022 01-Jan-2021             Annual             
RIWACC                        Accommodation and Food Services Wages and Salaries in Rhode Island                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWADM                        Administrative and Waste Services Wages and Salaries in Rhode Island                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWART                        Arts, Entertainment and Recreation Wages and Salaries in Rhode Island                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWCON                        Construction Wages and Salaries in Rhode Island                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWDUR                        Durable Manufacturing Wages and Salaries in Rhode Island                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWEDU                        Educational Services Wages and Salaries in Rhode Island                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWFIN                        Finance and Insurance Wages and Salaries in Rhode Island                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWFOR                        Forestry, Fishing, Related Activities and Other Wages and Salaries in Rhode Island                                       T NSA  30-Sep-2022 01-Apr-2022             Quarterly          
RIWHEA                        Health Care and Social Assistance Wages and Salaries in Rhode Island                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWINF                        Information Wages and Salaries in Rhode Island                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWMAN                        Management of Companies and Enterprises Wages and Salaries in Rhode Island                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWMIN                        Mining Wages and Salaries in Rhode Island                                                                                T NSA  30-Sep-2022 01-Apr-2022             Quarterly          
RIWNON                        Nondurable Manufacturing Wages and Salaries in Rhode Island                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWOTH                        Other Services (Except Public Administration) Wages and Salaries in Rhode Island                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWPRO                        Professional and Technical Services Wages and Salaries in Rhode Island                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWREA                        Real Estate, Rental and Leasing Wages and Salaries in Rhode Island                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWRET                        Retail Trade Wages and Salaries in Rhode Island                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWTOT                        Total Wages and Salaries in Rhode Island                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWTRA                        Transportation and Warehousing Wages and Salaries in Rhode Island                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWUTI                        Utilities Wages and Salaries in Rhode Island                                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
RIWWHO                        Wholesale Trade Wages and Salaries in Rhode Island                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEACC                        Accommodation and Food Services Earnings in South Carolina                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEADJ                        Residence Adjustment in South Carolina                                                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEADM                        Administrative and Waste Services Earnings in South Carolina                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEART                        Arts, Entertainment and Recreation Earnings in South Carolina                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCECON                        Construction Earnings in South Carolina                                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEDUR                        Durable Manufacturing Earnings in South Carolina                                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEEDU                        Educational Services Earnings in South Carolina                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEFIN                        Finance and Insurance Earnings in South Carolina                                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEFOR                        Forestry, Fishing, Related Activities, and Other Earnings in South Carolina                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEHEA                        Health Care and Social Assistance Earnings in South Carolina                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEINF                        Information Earnings in South Carolina                                                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEMAN                        Management of Companies and Enterprises Earnings in South Carolina                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEMIN                        Mining Earnings in South Carolina                                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCENET                        Net Earnings by Place of Residence in South Carolina                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCENON                        Nondurable Manufacturing Earnings in South Carolina                                                                      T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEOTH                        Other Services (except Public Administration) Earnings in South Carolina                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEPLA                        Earnings by Place of Work in South Carolina                                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEPRO                        Professional and Technical Services Earnings in South Carolina                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEREA                        Real Estate, Rental and Leasing Earnings in South Carolina                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCERET                        Retail Trade Earnings in South Carolina                                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCETRA                        Transportation and Warehousing Earnings in South Carolina                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEUTI                        Utilities Earnings in South Carolina                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCEWHO                        Wholesale Trade Earnings in South Carolina                                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOBEN                        State Unemployment Benefits in South Carolina                                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCODIV                        Dividends, Interest and Rent in South Carolina                                                                           M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOFAR                        Proprietors' Farm Income in South Carolina                                                                               M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCONON                        Proprietors' Nonfarm Income in South Carolina                                                                            M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOOTH                        Other Labor Income in South Carolina                                                                                     M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOSOC                        Personal Contributions for Social Insurance in South Carolina                                                            M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOTOT                        Total Personal Income in South Carolina                                                                                  M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCOTRA                        Transfers less State Unemployment Benefits in South Carolina (DISCONTINUED)                                              M SAAR 01-Jul-2013 01-Jan-2013             Quarterly          
SCPCPI                        Per Capita Personal Income in South Carolina                                                                               NSA  30-Sep-2022 01-Jan-2021             Annual             
SCWACC                        Accommodation and Food Services Wages and Salaries in South Carolina                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWADM                        Administrative and Waste Services Wages and Salaries in South Carolina                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWART                        Arts, Entertainment and Recreation Wages and Salaries in South Carolina                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWCON                        Construction Wages and Salaries in South Carolina                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWDUR                        Durable Manufacturing Wages and Salaries in South Carolina                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWEDU                        Educational Services Wages and Salaries in South Carolina                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWFIN                        Finance and Insurance Wages and Salaries in South Carolina                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWFOR                        Forestry, Fishing, Related Activities and Other Wages and Salaries in South Carolina                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWHEA                        Health Care and Social Assistance Wages and Salaries in South Carolina                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWINF                        Information Wages and Salaries in South Carolina                                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWMAN                        Management of Companies and Enterprises Wages and Salaries in South Carolina                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWMIN                        Mining Wages and Salaries in South Carolina                                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWNON                        Nondurable Manufacturing Wages and Salaries in South Carolina                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWOTH                        Other Services (Except Public Administration) Wages and Salaries in South Carolina                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWPRO                        Professional and Technical Services Wages and Salaries in South Carolina                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWREA                        Real Estate, Rental and Leasing Wages and Salaries in South Carolina                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWRET                        Retail Trade Wages and Salaries in South Carolina                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWTOT                        Total Wages and Salaries in South Carolina                                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWTRA                        Transportation and Warehousing Wages and Salaries in South Carolina                                                      T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWUTI                        Utilities Wages and Salaries in South Carolina                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SCWWHO                        Wholesale Trade Wages and Salaries in South Carolina                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEACC                        Accommodation and Food Services Earnings in South Dakota                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEADJ                        Residence Adjustment in South Dakota                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEADM                        Administrative and Waste Services Earnings in South Dakota                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEART                        Arts, Entertainment and Recreation Earnings in South Dakota                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDECON                        Construction Earnings in South Dakota                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEDUR                        Durable Manufacturing Earnings in South Dakota                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEEDU                        Educational Services Earnings in South Dakota                                                                            T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEFIN                        Finance and Insurance Earnings in South Dakota                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEFOR                        Forestry, Fishing, Related Activities, and Other Earnings in South Dakota                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEHEA                        Health Care and Social Assistance Earnings in South Dakota                                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEINF                        Information Earnings in South Dakota                                                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEMAN                        Management of Companies and Enterprises Earnings in South Dakota                                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEMIN                        Mining Earnings in South Dakota                                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDENET                        Net Earnings by Place of Residence in South Dakota                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDENON                        Nondurable Manufacturing Earnings in South Dakota                                                                        T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEOTH                        Other Services (except Public Administration) Earnings in South Dakota                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEPLA                        Earnings by Place of Work in South Dakota                                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEPRO                        Professional and Technical Services Earnings in South Dakota                                                             T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEREA                        Real Estate, Rental and Leasing Earnings in South Dakota                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDERET                        Retail Trade Earnings in South Dakota                                                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDETRA                        Transportation and Warehousing Earnings in South Dakota                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEUTI                        Utilities Earnings in South Dakota                                                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDEWHO                        Wholesale Trade Earnings in South Dakota                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOBEN                        State Unemployment Benefits in South Dakota                                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDODIV                        Dividends, Interest and Rent in South Dakota                                                                             M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOFAR                        Proprietors' Farm Income in South Dakota                                                                                 M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDONON                        Proprietors' Nonfarm Income in South Dakota                                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOOTH                        Other Labor Income in South Dakota                                                                                       M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOSOC                        Personal Contributions for Social Insurance in South Dakota                                                              M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOTOT                        Total Personal Income in South Dakota                                                                                    M SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDOTRA                        Transfers less State Unemployment Benefits in South Dakota (DISCONTINUED)                                                M SAAR 01-Jul-2013 01-Jan-2013             Quarterly          
SDPCPI                        Per Capita Personal Income in South Dakota                                                                                 NSA  30-Sep-2022 01-Jan-2021             Annual             
SDWACC                        Accommodation and Food Services Wages and Salaries in South Dakota                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWADM                        Administrative and Waste Services Wages and Salaries in South Dakota                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWART                        Arts, Entertainment and Recreation Wages and Salaries in South Dakota                                                    T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWCON                        Construction Wages and Salaries in South Dakota                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWDUR                        Durable Manufacturing Wages and Salaries in South Dakota                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWEDU                        Educational Services Wages and Salaries in South Dakota                                                                  T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWFIN                        Finance and Insurance Wages and Salaries in South Dakota                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWFOR                        Forestry, Fishing, Related Activities and Other Wages and Salaries in South Dakota                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWHEA                        Health Care and Social Assistance Wages and Salaries in South Dakota                                                     T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWINF                        Information Wages and Salaries in South Dakota                                                                           T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWMAN                        Management of Companies and Enterprises Wages and Salaries in South Dakota                                               T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWMIN                        Mining Wages and Salaries in South Dakota                                                                                T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWNON                        Nondurable Manufacturing Wages and Salaries in South Dakota                                                              T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWOTH                        Other Services (Except Public Administration) Wages and Salaries in South Dakota                                         T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWPRO                        Professional and Technical Services Wages and Salaries in South Dakota                                                   T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWREA                        Real Estate, Rental and Leasing Wages and Salaries in South Dakota                                                       T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWRET                        Retail Trade Wages and Salaries in South Dakota                                                                          T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
SDWTOT                        Total Wages and Salaries in South Dakota                                                                                 T SAAR 30-Sep-2022 01-Apr-2022             Quarterly          
